1|2|1|3|2026-05-13 21:07:48|1.00|0.00|perdió
2|2|1|2|2026-05-13 22:39:12|500.00|1220.70|ganó
3|2|1|3|2026-05-13 22:42:29|5000.00|0.00|perdió
4|2|1|2|2026-05-13 22:43:25|5000.00|8052.55|ganó
5|2|1|3|2026-05-14 12:50:03|10000.00|0.00|perdió
6|2|1|2|2026-05-14 12:50:59|1000.00|3051.76|ganó
7|2|1|3|2026-05-14 12:51:06|1000.00|0.00|perdió
8|2|1|3|2026-05-14 12:51:40|1000.00|0.00|perdió
9|2|1|3|2026-05-14 12:52:13|1000.00|0.00|perdió
10|2|1|2|2026-05-14 12:53:18|10000.00|21025.00|ganó
11|2|1|3|2026-05-14 12:53:33|100000.00|0.00|perdió
12|2|1|2|2026-05-14 12:59:02|1000.00|1953.12|ganó
13|2|1|2|2026-05-14 12:59:10|100000.00|156250.00|ganó
14|2|1|2|2026-05-14 12:59:24|100000.00|195312.50|ganó
15|2|1|2|2026-05-14 13:00:41|1000000.00|1953125.00|ganó
16|2|1|3|2026-05-14 13:00:55|1000000.00|0.00|perdió
17|2|1|2|2026-05-14 13:01:03|1000000.00|1953125.00|ganó
18|2|1|3|2026-05-14 13:01:20|1000000.00|0.00|perdió
19|2|1|2|2026-05-14 14:01:05|1.00|1.56|ganó
20|2|1|2|2026-05-16 00:58:28|1000.00|1953.12|ganó
21|2|1|3|2026-05-16 00:58:48|970000.00|0.00|perdió
22|2|1|3|2026-05-16 00:59:11|569.31|0.00|perdió
